City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Ust-Nera,22.0,RU,1567296679,54.0,64.57,143.24,46.34,0.88
Shache,24.0,CN,1567296680,51.0,38.42,77.24,69.56,3.05
Tingo Maria,84.0,PE,1567296680,96.0,-9.29,-76.01,42.38,1.12
Semey,13.0,KZ,1567296680,59.0,50.41,80.25,50.48,2.9
Bethel,75.0,US,1567296680,55.0,60.79,-161.76,64.40,5.1
Azuaga,7.0,ES,1567296681,42.0,38.26,-5.68,77.00,2.24
Abilene,1.0,US,1567296491,73.0,32.45,-99.73,91.99,3.71
Mae Sai,90.0,MM,1567296681,100.0,20.44,99.89,73.40,2.1
Moerai,78.0,PF,1567296681,69.0,-22.43,-151.33,68.48,6.69
Bakchar,62.0,RU,1567296682,96.0,57.02,82.07,45.62,3.92
Giddalur,100.0,IN,1567296682,90.0,15.38,78.93,74.60,2.23
Lorengau,83.0,PG,1567296682,76.0,-2.02,147.27,82.34,2.59
Ambilobe,33.0,MG,1567296683,88.0,-13.19,49.05,67.04,2.98
Lieksa,92.0,FI,1567296683,95.0,63.32,30.02,55.70,1.38
Alto Araguaia,53.0,BR,1567296683,36.0,-17.32,-53.22,75.32,0.94
Xian,20.0,ES,1567296684,87.0,42.76,-8.49,66.99,1.5
Kabompo,43.0,ZM,1567296684,40.0,-13.6,24.21,64.88,0.53
Ribeira Brava,20.0,PT,1567296685,64.0,32.65,-17.07,69.80,5.1
Waddan,6.0,LY,1567296685,22.0,29.16,16.14,82.16,7.13
Altay,57.0,CN,1567296685,58.0,47.83,88.13,55.52,2.31
Pedernales,23.0,EC,1567296685,89.0,0.07,-80.05,70.46,7.33
Chokurdakh,65.0,RU,1567296686,54.0,70.62,147.9,42.20,3.91
Dingle,93.0,PH,1567296686,86.0,11.0,122.67,77.48,1.23
Morococha,66.0,PE,1567296686,48.0,-11.61,-76.13,44.00,4.01
San Quintin,100.0,PH,1567296686,89.0,17.54,120.52,76.76,0.91
Diamantino,0.0,BR,1567296687,22.0,-14.4,-56.44,82.88,1.89
Merauke,50.0,ID,1567296687,77.0,-8.49,140.4,74.96,8.55
Nova Gradiska,0.0,HR,1567296687,88.0,45.26,17.38,66.20,1.5
Nelson Bay,90.0,AU,1567296688,72.0,-32.72,152.14,64.99,3.6
Nemuro,20.0,JP,1567296587,88.0,43.32,145.57,69.80,1.5
Chateaurenard,0.0,FR,1567296688,73.0,43.88,4.85,71.60,1.0
Qostanay,75.0,KZ,1567296689,87.0,53.17,63.58,46.40,1.0
Alegria,100.0,PH,1567296689,83.0,9.46,125.58,78.92,2.27
Manggar,34.0,ID,1567296432,86.0,-2.88,108.27,77.84,2.56
Sudak,0.0,UA,1567296689,59.0,44.85,34.97,60.56,2.14
Marathon,99.0,CA,1567296690,80.0,48.72,-86.38,55.52,2.83
Inyonga,0.0,TZ,1567296690,42.0,-6.72,32.06,68.12,3.07
Kirakira,100.0,SB,1567296690,76.0,-10.46,161.92,81.26,2.76
Huancavelica,57.0,PE,1567296690,73.0,-12.79,-74.97,37.88,4.02
Tezu,88.0,IN,1567296691,68.0,27.93,96.16,77.12,0.53
Manta,0.0,RO,1567296691,51.0,45.1,24.1,62.72,1.43
Aden,56.0,YE,1567296523,57.0,12.79,45.03,88.82,3.91
Presidente Medici,13.0,BR,1567296691,32.0,-11.18,-61.9,87.38,1.6
Poli,67.0,CM,1567296692,96.0,8.48,13.24,71.18,1.1
Senador Pompeu,37.0,BR,1567296692,49.0,-5.58,-39.37,78.92,1.41
Hatillo,40.0,PR,1567296692,83.0,18.49,-66.83,82.99,1.5
Sawtell,0.0,AU,1567296693,63.0,-30.38,153.1,66.99,4.6
Ribeira Grande,0.0,PT,1567296693,86.0,38.52,-28.7,73.88,1.36
North Bend,90.0,US,1567296693,88.0,43.41,-124.22,71.01,3.6
Demerval Lobao,0.0,BR,1567296694,51.0,-5.36,-42.68,86.00,1.5
Rantepao,31.0,ID,1567296694,91.0,-2.97,119.9,63.80,1.2
Morondava,0.0,MG,1567296694,87.0,-20.3,44.28,73.52,4.9
Korba,83.0,IN,1567296694,93.0,22.35,82.71,75.32,0.87
Myanaung,100.0,MM,1567296694,98.0,18.28,95.32,74.06,2.03
Presidencia Roque Saenz Pena,15.0,AR,1567296695,53.0,-26.79,-60.44,56.42,2.4
Altamira,93.0,BR,1567296695,57.0,-3.2,-52.21,81.98,1.1
Sorrento,75.0,AU,1567296695,82.0,-31.82,115.75,59.00,9.3
Dongsheng,100.0,CN,1567296696,69.0,29.72,112.52,70.82,0.54
Cassilandia,80.0,BR,1567296694,31.0,-19.11,-51.73,80.36,2.12
Bambanglipuro,81.0,ID,1567296696,83.0,-7.95,110.28,74.06,6.72
Aykhal,0.0,RU,1567296696,76.0,65.95,111.51,50.00,1.0
Charters Towers,0.0,AU,1567296697,54.0,-20.07,146.27,71.18,3.37
Hutchinson,75.0,US,1567296687,65.0,38.06,-97.93,79.00,2.6
Okahandja,0.0,NA,1567296697,21.0,-21.98,16.91,50.00,3.6
Albanel,20.0,CA,1567296535,58.0,48.88,-72.44,59.00,3.6
Terra Santa,70.0,BR,1567296698,54.0,-2.1,-56.49,82.16,0.82
Karratha,65.0,AU,1567296698,34.0,-20.74,116.85,76.22,6.01
Ampanihy,0.0,MG,1567296698,46.0,-24.69,44.75,65.96,1.48
Sistranda,0.0,NO,1567296573,59.0,63.73,8.83,66.99,9.8
Cayenne,20.0,GF,1567296698,83.0,4.94,-52.33,78.80,2.58
Ucluelet,90.0,CA,1567296612,93.0,48.94,-125.55,70.00,4.1
Westport,1.0,US,1567296699,59.0,41.14,-73.36,75.20,4.1
Chute-aux-Outardes,1.0,CA,1567296699,41.0,49.12,-68.38,60.80,3.6
Kendari,90.0,ID,1567296601,67.0,-3.99,122.52,78.38,0.94
Rocha,57.0,UY,1567296700,83.0,-34.48,-54.34,43.28,1.74
Mareeba,0.0,AU,1567296700,53.0,-16.99,145.42,77.00,4.1
Ponta Delgada,20.0,PT,1567296570,88.0,37.73,-25.67,71.60,3.1
General Roca,0.0,AR,1567296701,24.0,-39.03,-67.58,57.20,3.6
Vazante,18.0,BR,1567296701,40.0,-17.99,-46.9,71.54,0.42
Ati,100.0,TD,1567296701,64.0,13.21,18.34,81.98,2.69
Cheyenne,1.0,US,1567296460,47.0,41.14,-104.82,84.99,5.1
Lock Haven,1.0,US,1567296702,64.0,41.14,-77.45,69.80,1.69
Jacareacanga,53.0,BR,1567296702,44.0,-6.22,-57.76,82.70,0.89
Choix,100.0,MX,1567296703,85.0,26.71,-108.33,80.18,0.1
Yagodnoye,100.0,RU,1567296703,85.0,62.52,149.63,42.74,0.61
Tomatlan,0.0,MX,1567296703,67.0,19.93,-105.25,84.50,2.3
Yeppoon,1.0,AU,1567296703,49.0,-23.13,150.74,73.40,2.6
Shelburne,1.0,CA,1567296704,55.0,44.08,-80.2,66.20,2.6
Alugan,69.0,PH,1567296704,72.0,12.22,125.48,82.52,0.8
Baft,0.0,IR,1567296704,29.0,29.23,56.61,52.82,4.1
North Battleford,20.0,CA,1567296705,52.0,52.78,-108.3,64.40,2.1
Mantua,20.0,IT,1567296705,83.0,45.16,10.79,77.00,1.5
Morrope,20.0,PE,1567296705,29.0,-6.54,-80.02,66.20,8.2
Matara,22.0,BI,1567296706,81.0,-3.48,29.48,53.18,0.73
Bayji,0.0,IQ,1567296545,25.0,34.93,43.49,85.04,5.38
Nam Som,90.0,TH,1567296706,100.0,17.77,102.19,77.00,2.1
Trairi,6.0,BR,1567296706,81.0,-3.28,-39.27,72.80,2.63
Zhoucheng,0.0,CN,1567296706,88.0,31.35,119.33,71.60,5.0
Warwick,40.0,US,1567296707,49.0,41.7,-71.42,71.60,2.6
Sikonge,20.0,TZ,1567296707,49.0,-5.63,32.75,68.12,1.99
Husavik,57.0,CA,1567296707,73.0,50.56,-96.99,64.99,3.14
Orizona,60.0,BR,1567296708,38.0,-17.03,-48.3,73.70,0.64
Muros,20.0,ES,1567296708,87.0,42.77,-9.06,66.00,1.5
Bauchi,98.0,NG,1567296709,87.0,10.31,9.85,71.54,1.44
Rovaniemi,75.0,FI,1567296709,93.0,66.5,25.72,57.20,2.6
Gryazovets,86.0,RU,1567296709,93.0,58.88,40.25,53.72,1.44
Calabar,100.0,NG,1567296710,95.0,4.98,8.34,73.52,1.16
Guymon,1.0,US,1567296710,51.0,36.68,-101.48,86.00,4.6
Oconomowoc,90.0,US,1567296420,59.0,43.11,-88.5,66.99,2.6
Abha,0.0,SA,1567296710,32.0,18.22,42.5,69.80,1.57
Nizhnevartovsk,40.0,RU,1567296710,87.0,60.93,76.58,50.00,4.0
Carutapera,76.0,BR,1567296711,81.0,-1.2,-46.02,78.38,2.77
Sekoma,0.0,BW,1567296711,27.0,-24.51,23.93,42.02,4.23
Kamenka,54.0,MD,1567296711,87.0,48.03,28.7,60.01,0.44
Grindavik,75.0,IS,1567296711,75.0,63.84,-22.43,46.40,6.2
Rio Gallegos,0.0,AR,1567296658,64.0,-51.62,-69.22,39.20,10.3
Galle,100.0,GN,1567296712,99.0,10.08,-12.83,68.84,0.82
Sept-Iles,20.0,CA,1567296690,41.0,50.2,-66.38,60.80,4.1
Alice Springs,0.0,AU,1567296713,12.0,-23.7,133.88,66.20,2.36
Khovu-Aksy,100.0,RU,1567296713,75.0,51.13,93.72,60.38,9.14
Vilyuysk,80.0,RU,1567296713,73.0,63.75,121.63,56.78,2.36
Tuytepa,0.0,UZ,1567296714,36.0,41.03,69.36,64.40,2.1
Namatanai,94.0,PG,1567296714,79.0,-3.66,152.44,79.46,5.56
Soe,84.0,EE,1567296714,87.0,57.91,26.05,53.01,1.0
Tiarei,40.0,PF,1567296715,61.0,-17.53,-149.33,80.60,8.7
Uruzgan,0.0,AF,1567296715,26.0,32.93,66.63,56.24,3.18
Troitsko-Pechorsk,91.0,RU,1567296715,86.0,62.71,56.19,43.10,3.23
Sinjar,0.0,SY,1567296715,73.0,35.59,37.0,71.36,3.37
Kaeo,100.0,NZ,1567296715,84.0,-35.1,173.78,66.00,2.63
Palana,12.0,RU,1567296716,76.0,59.08,159.95,48.50,4.11
Virginia Beach,1.0,US,1567296458,57.0,36.85,-75.98,82.40,1.5
Lakatoro,98.0,VU,1567296717,80.0,-16.11,167.42,80.54,6.91
Along,99.0,IN,1567296717,83.0,28.17,94.8,62.00,2.68
Kieta,56.0,PG,1567296717,70.0,-6.22,155.63,83.78,1.38
Yumen,65.0,CN,1567296621,21.0,40.29,97.04,70.10,9.83
Nioro,100.0,GM,1567296718,92.0,13.79,-15.05,76.40,2.87
Petropavlovsk-Kamchatskiy,79.0,RU,1567296718,67.0,53.05,158.65,62.60,1.0
Mosquera,40.0,CO,1567296718,59.0,4.71,-74.23,60.80,2.6
Aguimes,75.0,ES,1567296719,73.0,27.91,-15.45,73.40,13.9
Barcelos,41.0,BR,1567296572,87.0,-0.97,-62.93,76.40,0.92
Nuuk,75.0,GL,1567296719,81.0,64.17,-51.74,44.60,3.1
Honavar,100.0,IN,1567296719,82.0,14.28,74.45,81.08,6.52
Cochrane,6.0,CL,1567296719,94.0,-47.25,-72.57,24.20,1.85
Tres Arroyos,100.0,AR,1567296720,51.0,-38.38,-60.28,44.90,3.29
Tateyama,75.0,JP,1567296720,78.0,36.66,137.31,82.00,1.0
Hovd,0.0,NO,1567296720,49.0,63.83,10.7,68.00,6.2
Lakes Entrance,88.0,AU,1567296722,62.0,-37.88,147.99,53.01,4.02
Bathsheba,40.0,BB,1567296627,78.0,13.22,-59.52,82.40,4.1
Kuryk,0.0,KZ,1567296723,44.0,43.18,51.68,60.20,3.55
Coihaique,20.0,CL,1567296424,69.0,-45.58,-72.07,39.20,1.08
Hobyo,2.0,SO,1567296724,84.0,5.35,48.53,75.86,10.73
Panjakent,12.0,UZ,1567296724,42.0,39.5,67.61,62.60,4.1
Gat,20.0,SN,1567296725,88.0,14.69,-16.54,78.80,2.6
Wukari,100.0,NG,1567296725,93.0,7.87,9.78,73.16,3.78
Abrau-Dyurso,0.0,RU,1567296725,55.0,44.7,37.6,64.40,4.0
Mossendjo,41.0,CG,1567296726,90.0,-2.95,12.72,69.02,0.99
Quang Ngai,99.0,VN,1567296429,94.0,15.12,108.8,72.26,0.93
Cururupu,90.0,BR,1567296726,91.0,-1.82,-44.87,74.06,1.93
Ruteng,91.0,ID,1567296727,62.0,-8.61,120.46,76.58,1.61
Riyadh,0.0,SA,1567296727,19.0,24.63,46.72,89.60,2.54
Kalmunai,100.0,LK,1567296728,76.0,7.42,81.82,74.60,0.63
Cooma,3.0,AU,1567296728,65.0,-36.24,149.13,44.60,4.1
Alta Floresta,90.0,BR,1567296728,27.0,-9.87,-56.08,84.50,0.54
Isangel,90.0,VU,1567296729,74.0,-19.55,169.27,80.60,4.6
Emerald,90.0,AU,1567296729,68.0,-23.53,148.16,70.00,1.5
Hofn,39.0,IS,1567296729,79.0,64.25,-15.21,28.88,4.79
Golden,40.0,US,1567296453,19.0,39.76,-105.22,89.60,3.1
Voi,96.0,KE,1567296730,81.0,-3.4,38.57,67.22,2.66
Carrefour,40.0,HT,1567296730,58.0,18.53,-72.41,86.00,7.2
Labuhan,0.0,ID,1567296730,68.0,-2.54,115.51,77.84,0.5
Gejiu,99.0,CN,1567296730,98.0,23.36,103.16,59.84,2.19
Karasjok,76.0,NO,1567296731,100.0,69.47,25.52,48.20,6.2
Leningradskiy,100.0,RU,1567296731,96.0,69.38,178.42,38.60,4.12
Gamba,45.0,CN,1567296731,82.0,28.28,88.52,38.96,0.8
Boras,0.0,SE,1567296732,88.0,57.72,12.94,68.00,5.1
Ginda,45.0,IN,1567296732,92.0,30.69,78.49,58.94,1.05
Show Low,90.0,US,1567296732,15.0,34.25,-110.03,93.99,4.1
Nizhniy Kislyay,17.0,RU,1567296732,67.0,50.86,40.17,56.60,2.07
Uuemoisa,27.0,EE,1567296733,96.0,58.94,23.59,57.00,1.34
Fare,99.0,PF,1567296733,80.0,-16.7,-151.02,74.60,7.57
Ilulissat,40.0,GL,1567296733,33.0,69.22,-51.1,46.40,2.1
Itarema,26.0,BR,1567296733,77.0,-2.92,-39.92,76.58,4.47
Takoradi,100.0,GH,1567296734,93.0,4.89,-1.75,73.88,2.39
Kagadi,94.0,UG,1567296734,88.0,0.95,30.8,65.78,1.21
Hearst,0.0,CA,1567296565,66.0,49.69,-83.67,58.22,1.96
Mizdah,58.0,LY,1567296735,50.0,31.45,12.98,71.36,3.05
